date,hour,Solar,Wind Offshore,Wind Onshore,weekDay,monthDay,month,Generation,Co2_emission,apparentTemperature,dewPoint,humidity,precipAccumulation,precipIntensity,precipProbability,temperature,windBearing,windGust,windSpeed
2015-01-01,0,0.0,516500.0,8128000.0,3.0,1.0,1.0,50247755.0,344.9369673268952,2.67,1.93,0.95,0.0,0.0,0.0,2.67,-1.0,0.45,0.0
2015-01-01,1,0.0,516250.0,8297500.0,3.0,1.0,1.0,48578755.0,332.11155597869435,2.56,1.79,0.95,0.0,0.0,0.0,2.56,12.0,0.27,0.09
2015-01-01,2,0.0,514000.0,8540000.0,3.0,1.0,1.0,47864505.0,326.1030774373492,2.34,1.59,0.95,0.0,0.0,0.0,2.34,-1.0,0.27,0.0
2015-01-01,3,0.0,517750.0,8552000.0,3.0,1.0,1.0,46835005.0,322.62821073983133,2.45,1.71,0.95,0.0,0.0,0.0,2.45,111.0,0.45,0.09
2015-01-01,4,0.0,519750.0,8643500.0,3.0,1.0,1.0,47032505.0,322.8307021740286,2.34,1.59,0.95,0.0,0.0,0.0,2.34,134.0,0.63,0.36
2015-01-01,5,0.0,520000.0,8711750.0,3.0,1.0,1.0,46367255.0,312.03099709385395,2.12,1.37,0.95,0.0,0.0,0.0,2.12,126.0,1.43,0.79
2015-01-01,6,0.0,521500.0,9167250.0,3.0,1.0,1.0,45306755.0,302.5482019787338,2.12,1.41,0.95,0.0,0.0,0.0,2.12,126.0,0.72,0.27
2015-01-01,7,0.0,520250.0,9811000.0,3.0,1.0,1.0,45656255.0,296.5057960301164,1.56,0.85,0.95,0.0,0.0,0.0,1.56,159.0,1.7,0.22
2015-01-01,8,53000.0,525250.0,9683000.0,3.0,1.0,1.0,46540005.0,298.49897400085945,1.56,0.85,0.95,0.0,0.0,0.0,1.56,144.0,0.27,0.27
2015-01-01,9,773250.0,527000.0,9501750.0,3.0,1.0,1.0,47295005.0,300.9402949571836,1.56,0.85,0.95,0.0,0.0,0.0,1.56,107.0,1.7,0.59
2015-01-01,10,2116750.0,525000.0,10025000.0,3.0,1.0,1.0,49239005.0,292.59218810292646,1.56,0.88,0.95,0.0,0.0,0.0,1.56,133.0,1.97,0.38
2015-01-01,11,3364250.0,527250.0,10862500.0,3.0,1.0,1.0,51538755.0,278.28932599257837,0.31,1.43,0.95,0.0,0.0,0.0,2.12,94.0,3.5,1.75
2015-01-01,12,4198250.0,527750.0,11575250.0,3.0,1.0,1.0,53238755.0,274.8385151792632,2.23,1.52,0.95,0.0,0.0,0.0,2.23,209.0,1.7,0.18
2015-01-01,13,3500500.0,527750.0,11977250.0,3.0,1.0,1.0,53387505.0,271.83129946148443,2.88,2.0,0.94,0.0,0.0,0.0,2.88,149.0,1.17,0.36
2015-01-01,14,2278750.0,524750.0,11396000.0,3.0,1.0,1.0,52274505.0,277.70754383112217,3.34,2.49,0.94,0.0,0.0,0.0,3.34,113.0,2.42,0.45
2015-01-01,15,745500.0,524500.0,11326500.0,3.0,1.0,1.0,52327505.0,287.0986622712723,3.34,2.34,0.93,0.0,0.0,0.0,3.34,155.0,2.24,0.98
2015-01-01,16,50000.0,524500.0,13058000.0,3.0,1.0,1.0,54246755.0,298.4896606709158,1.8,2.34,0.93,0.0,0.0,0.0,3.34,140.0,2.77,1.69
2015-01-01,17,0.0,524500.0,14911500.0,3.0,1.0,1.0,56656505.0,292.39892598377946,3.34,2.22,0.92,0.0,0.0,0.0,3.34,164.0,1.44,0.45
2015-01-01,18,0.0,524000.0,16344000.0,3.0,1.0,1.0,56847005.0,279.8257911587243,1.48,1.93,0.93,0.0,0.0,0.0,2.88,116.0,2.95,1.53
2015-01-01,19,0.0,523500.0,17484500.0,3.0,1.0,1.0,57312505.0,263.8547568157033,2.88,1.9,0.93,0.0,0.0,0.0,2.88,155.0,2.15,0.54
2015-01-01,20,0.0,522250.0,18659000.0,3.0,1.0,1.0,56654755.0,251.73745802426097,2.88,1.77,0.92,0.0,0.0,0.0,2.88,150.0,2.6,0.98
2015-01-01,21,0.0,521000.0,19831500.0,3.0,1.0,1.0,56391755.0,239.355508562866,2.99,1.86,0.92,0.0,0.0,0.0,2.99,139.0,3.4,0.98
2015-01-01,22,0.0,519500.0,20716000.0,3.0,1.0,1.0,57678255.0,223.14156982918166,1.32,1.82,0.92,0.0,0.0,0.0,2.99,110.0,3.31,1.75
2015-01-01,23,0.0,494000.0,21589000.0,3.0,1.0,1.0,56288505.0,216.12201426579145,1.07,1.72,0.91,0.0,0.0,0.0,2.99,150.0,4.03,1.96
2015-01-02,0,0.0,305000.0,22166750.0,4.0,2.0,1.0,54079757.0,205.1969175153361,1.16,1.61,0.91,0.0,0.0,0.0,2.88,101.0,3.13,1.78
2015-01-02,1,0.0,276500.0,23158000.0,4.0,2.0,1.0,53827007.0,205.33440931131213,0.97,1.17,0.91,0.0,0.0,0.0,2.45,171.0,4.29,1.55
2015-01-02,2,0.0,282000.0,23966000.0,4.0,2.0,1.0,53163007.0,202.247968511935,-0.81,1.0,0.9,0.0,0.0,0.0,2.45,122.0,5.9,3.33
2015-01-02,3,0.0,324750.0,24708750.0,4.0,2.0,1.0,53017007.0,197.65058849048415,-2.68,0.43,0.9,0.0,0.0,0.0,1.89,151.0,6.89,5.26
2015-01-02,4,0.0,335000.0,25386000.0,4.0,2.0,1.0,53995007.0,192.42691452912305,-0.58,0.31,0.89,0.0,0.0,0.0,1.89,101.0,5.55,2.3
2015-01-02,5,0.0,388250.0,25783750.0,4.0,2.0,1.0,55601757.0,195.10298686642057,-1.84,0.31,0.89,0.0,0.0,0.0,1.89,98.0,6.98,3.82
2015-01-02,6,0.0,498250.0,25857250.0,4.0,2.0,1.0,56609257.0,197.83206808074647,-1.06,0.14,0.88,0.0,0.0,0.0,1.89,138.0,6.8,2.8
2015-01-02,7,0.0,498250.0,25694500.0,4.0,2.0,1.0,58531257.0,203.3711777896423,-0.98,0.24,0.89,0.0,0.0,0.0,1.89,100.0,5.91,2.71
2015-01-02,8,38000.0,480000.0,26109750.0,4.0,2.0,1.0,62205257.0,215.1089498072912,-0.03,0.38,0.9,0.0,0.1753,0.8,1.89,94.0,5.64,1.82
2015-01-02,9,252500.0,367500.0,25566750.0,4.0,2.0,1.0,64175757.0,224.384109262455,1.89,0.67,0.92,0.0,0.5893,1.0,1.89,150.0,3.76,1.03
2015-01-02,10,666750.0,406000.0,25235500.0,4.0,2.0,1.0,65099507.0,234.02176668023563,0.08,0.84,0.92,0.0,0.6248,1.0,2.01,107.0,3.85,1.84
2015-01-02,11,1262500.0,419500.0,25390750.0,4.0,2.0,1.0,66180007.0,236.18743578120282,2.45,1.29,0.92,0.0,0.0584,0.8,2.45,101.0,3.76,1.12
2015-01-02,12,1726000.0,414250.0,25227750.0,4.0,2.0,1.0,66945007.0,236.6240346553141,1.27,1.84,0.93,0.0,0.0508,0.2,2.88,138.0,4.13,1.7
2015-01-02,13,1899250.0,431000.0,25363250.0,4.0,2.0,1.0,65869007.0,227.84949672835475,3.45,2.39,0.93,0.0,0.0,0.0,3.45,87.0,3.04,1.18
2015-01-02,14,1352250.0,485750.0,24811500.0,4.0,2.0,1.0,64882007.0,227.57399972257332,2.42,2.57,0.92,0.0,0.0,0.0,3.78,189.0,3.13,1.6
2015-01-02,15,516250.0,489250.0,24493000.0,4.0,2.0,1.0,64880007.0,240.540625,4.56,3.16,0.91,0.0,0.0,0.0,4.56,116.0,2.06,0.65
2015-01-02,16,45500.0,493500.0,24225500.0,4.0,2.0,1.0,65311507.0,247.958973534523,4.67,2.94,0.89,0.0,0.0,0.0,4.67,270.0,1.8,0.45
2015-01-02,17,0.0,492000.0,23809500.0,4.0,2.0,1.0,65609507.0,253.65035170211632,3.67,1.88,0.88,0.0,0.0,0.0,3.67,43.0,2.24,0.43
2015-01-02,18,0.0,475250.0,24535000.0,4.0,2.0,1.0,65714507.0,247.15399188915688,2.69,2.39,0.88,0.0,0.0,0.0,4.12,283.0,2.34,1.7
2015-01-02,19,0.0,501750.0,24281000.0,4.0,2.0,1.0,64898757.0,241.6425008185828,3.55,1.77,0.88,0.0,0.0,0.0,3.55,311.0,1.62,0.81
2015-01-02,20,0.0,511500.0,23767000.0,4.0,2.0,1.0,61217257.0,224.7713430446484,3.12,1.33,0.88,0.0,0.0,0.0,3.12,285.0,1.44,0.36
2015-01-02,21,0.0,476250.0,23890000.0,4.0,2.0,1.0,59549007.0,218.53044131723453,2.68,0.73,0.87,0.0,0.0,0.0,2.68,302.0,1.53,1.17
2015-01-02,22,0.0,502250.0,24043000.0,4.0,2.0,1.0,59525507.0,216.13217864612645,3.01,1.07,0.87,0.0,0.0,0.0,3.01,284.0,1.53,0.36
2015-01-02,23,0.0,475500.0,24150500.0,4.0,2.0,1.0,56808757.0,208.6418773516404,3.44,1.54,0.87,0.0,0.0,0.0,3.44,298.0,2.25,0.59
2015-01-03,0,0.0,509250.0,23566500.0,5.0,3.0,1.0,54435259.0,199.84081546424423,3.33,1.22,0.86,0.0,0.0,0.0,3.33,181.0,2.87,0.33
2015-01-03,1,0.0,509250.0,22767500.0,5.0,3.0,1.0,53417509.0,198.36516591004818,3.44,1.37,0.86,0.0,0.0,0.0,3.44,273.0,2.07,0.63
2015-01-03,2,0.0,512750.0,21604500.0,5.0,3.0,1.0,51621009.0,199.99490033126054,3.78,1.69,0.86,0.0,0.0,0.0,3.78,299.0,1.98,0.99
2015-01-03,3,0.0,512000.0,20405500.0,5.0,3.0,1.0,50696509.0,197.83513161658104,3.33,1.3,0.87,0.0,0.0,0.0,3.33,53.0,0.99,0.18
2015-01-03,4,0.0,513000.0,19777750.0,5.0,3.0,1.0,50310259.0,206.41228179148385,2.39,0.77,0.89,0.0,0.0,0.0,2.39,-1.0,0.0,0.0
2015-01-03,5,0.0,513000.0,19994750.0,5.0,3.0,1.0,51538509.0,215.0642238326688,1.83,0.22,0.89,0.0,0.0,0.0,1.83,-1.0,0.45,0.0
2015-01-03,6,0.0,513000.0,20813500.0,5.0,3.0,1.0,52779509.0,207.49434439507763,1.83,0.37,0.9,0.0,0.0,0.0,1.83,-1.0,0.9,0.0
2015-01-03,7,0.0,513000.0,21432750.0,5.0,3.0,1.0,54149009.0,209.36030212930987,1.26,-0.19,0.9,0.0,0.0,0.0,1.26,-1.0,0.0,0.0
2015-01-03,8,73500.0,512000.0,22468000.0,5.0,3.0,1.0,56418009.0,211.76795969371483,1.26,-0.19,0.9,0.0,0.0,0.0,1.26,-1.0,0.9,0.0
2015-01-03,9,608000.0,492250.0,22926750.0,5.0,3.0,1.0,59224509.0,221.80215957922817,1.83,0.37,0.9,0.0,0.0,0.0,1.83,116.0,3.13,0.9
2015-01-03,10,1278500.0,473750.0,22623250.0,5.0,3.0,1.0,61541259.0,238.58244673288243,1.83,0.37,0.9,0.0,0.0,0.0,1.83,-1.0,0.0,0.0
2015-01-03,11,1700000.0,502250.0,22727500.0,5.0,3.0,1.0,63125009.0,238.6490693069307,2.39,0.77,0.89,0.0,0.0,0.0,2.39,-1.0,0.0,0.0
2015-01-03,12,1617500.0,479250.0,22349250.0,5.0,3.0,1.0,64749259.0,241.28131599979923,2.93,1.29,0.89,0.0,0.0,0.0,2.93,-1.0,0.9,0.0
2015-01-03,13,1155000.0,515750.0,20658000.0,5.0,3.0,1.0,63442759.0,249.34881448234825,2.93,1.16,0.88,0.0,0.0,0.0,2.93,84.0,2.23,1.34
2015-01-03,14,586500.0,513000.0,18950750.0,5.0,3.0,1.0,61538509.0,254.24227922357548,2.39,0.91,0.9,0.0,0.0,0.0,2.39,89.0,1.79,1.34
2015-01-03,15,194500.0,488750.0,16978750.0,5.0,3.0,1.0,60091759.0,265.66964683171983,2.93,1.62,0.91,0.0,0.0,0.0,2.93,56.0,1.34,0.9
2015-01-03,16,21250.0,475250.0,15562500.0,5.0,3.0,1.0,58375259.0,282.0821109973833,2.39,1.08,0.91,0.0,0.2184,1.0,2.39,77.0,2.23,1.34
2015-01-03,17,0.0,488000.0,14889750.0,5.0,3.0,1.0,58921009.0,291.62782793910486,2.39,1.21,0.92,0.0,0.2896,1.0,2.39,90.0,1.79,0.45
2015-01-03,18,0.0,513250.0,13935750.0,5.0,3.0,1.0,58734259.0,299.20872404091307,2.39,1.21,0.92,0.0,0.0,0.0,2.39,-1.0,0.0,0.0
2015-01-03,19,0.0,514000.0,12432250.0,5.0,3.0,1.0,57127009.0,309.67334622857845,2.39,1.21,0.92,0.0,0.0,0.0,2.39,90.0,0.45,0.45
2015-01-03,20,0.0,513500.0,13357000.0,5.0,3.0,1.0,56861009.0,307.07820826225355,1.83,0.65,0.92,0.0,0.127,1.0,1.83,-1.0,0.0,0.0
2015-01-03,21,0.0,514250.0,14702000.0,5.0,3.0,1.0,55872259.0,298.6179140807825,1.26,0.11,0.92,0.257,0.3378,1.0,1.26,-1.0,0.0,0.0
2015-01-03,22,0.0,514750.0,15296250.0,5.0,3.0,1.0,56045009.0,284.8637969488804,1.26,0.11,0.92,0.0,0.0,0.0,1.26,95.0,0.9,0.45
2015-01-03,23,0.0,514250.0,16823000.0,5.0,3.0,1.0,55927009.0,265.04217104439715,1.83,0.79,0.93,0.0,0.2896,1.0,1.83,-1.0,0.0,0.0
2015-01-04,0,0.0,514500.0,17350000.0,6.0,4.0,1.0,53266011.0,226.08693162617809,2.39,1.35,0.93,0.0,0.2184,1.0,2.39,-1.0,0.0,0.0
2015-01-04,1,0.0,513750.0,18222500.0,6.0,4.0,1.0,52587761.0,215.94467342679616,2.93,1.92,0.93,0.0,0.0,0.0,2.93,197.0,2.68,0.45
2015-01-04,2,0.0,511500.0,18386500.0,6.0,4.0,1.0,51179511.0,217.4193036274289,2.93,1.76,0.92,0.0,0.0,0.0,2.93,225.0,1.34,0.45
2015-01-04,3,0.0,503750.0,18462000.0,6.0,4.0,1.0,51482511.0,214.48320303015592,2.39,0.91,0.9,0.0,0.0,0.0,2.39,-1.0,0.9,0.0
2015-01-04,4,0.0,505000.0,18593250.0,6.0,4.0,1.0,50983761.0,213.63489347095887,2.93,1.46,0.9,0.0,0.0,0.0,2.93,-1.0,0.0,0.0
2015-01-04,5,0.0,504000.0,18246000.0,6.0,4.0,1.0,50105011.0,216.1437930346273,2.93,1.29,0.89,0.0,0.0,0.0,2.93,170.0,0.9,0.45
2015-01-04,6,0.0,498500.0,18128000.0,6.0,4.0,1.0,49000511.0,218.17213599861225,2.93,1.16,0.88,0.0,0.0,0.0,2.93,-1.0,0.0,0.0
2015-01-04,7,0.0,495500.0,17499500.0,6.0,4.0,1.0,48518011.0,221.48186755430973,3.5,1.71,0.88,0.0,0.0,0.0,3.5,-1.0,0.45,0.0
2015-01-04,8,58000.0,499250.0,17462000.0,6.0,4.0,1.0,49974261.0,225.2260714267848,3.5,1.54,0.87,0.0,0.0,0.0,3.5,-1.0,0.0,0.0
2015-01-04,9,974000.0,491500.0,16757000.0,6.0,4.0,1.0,52334261.0,225.36841074439775,3.5,1.54,0.87,0.0,0.0,0.0,3.5,141.0,0.9,0.45
2015-01-04,10,2771000.0,497750.0,16324000.0,6.0,4.0,1.0,55154261.0,221.95306798660118,3.5,1.54,0.87,0.0,0.0,0.0,3.5,68.0,1.79,0.45
2015-01-04,11,4150750.0,501000.0,16403750.0,6.0,4.0,1.0,58920011.0,220.52840291921245,4.06,2.08,0.87,0.0,0.0,0.0,4.06,116.0,0.9,0.45
2015-01-04,12,4579250.0,485500.0,16363000.0,6.0,4.0,1.0,58526511.0,224.11827548204656,4.06,1.92,0.86,0.0,0.0,0.0,4.06,182.0,2.23,0.9
2015-01-04,13,3992500.0,471250.0,16187250.0,6.0,4.0,1.0,57032011.0,229.0285716790574,5.16,2.7,0.84,0.0,0.1448,1.0,5.16,236.0,0.9,0.45
2015-01-04,14,2421250.0,489250.0,15629250.0,6.0,4.0,1.0,55047011.0,235.53187276327503,4.61,1.82,0.82,0.0,0.3607,1.0,4.61,-1.0,0.45,0.0
2015-01-04,15,952000.0,481750.0,14602250.0,6.0,4.0,1.0,54884011.0,260.25788936666424,4.61,1.82,0.82,0.0,0.0,0.0,4.61,-1.0,1.34,0.0
2015-01-04,16,83750.0,458750.0,13701500.0,6.0,4.0,1.0,55653761.0,276.3685915144981,4.61,1.82,0.82,0.0,0.0,0.0,4.61,-1.0,0.0,0.0
2015-01-04,17,0.0,464000.0,13250500.0,6.0,4.0,1.0,56410261.0,283.21810309296626,3.5,0.74,0.82,0.0,0.0,0.0,3.5,-1.0,1.79,0.0
2015-01-04,18,0.0,469500.0,13280500.0,6.0,4.0,1.0,56459011.0,285.4015303140332,2.93,0.68,0.85,0.0,0.0,0.0,2.93,-1.0,0.45,0.0
2015-01-04,19,0.0,428750.0,13821750.0,6.0,4.0,1.0,55690761.0,289.16378393180196,2.93,0.99,0.87,0.0,0.0,0.0,2.93,113.0,1.34,0.9
2015-01-04,20,0.0,421750.0,13710250.0,6.0,4.0,1.0,55360761.0,293.2717900317463,2.93,1.16,0.88,0.0,0.0,0.0,2.93,-1.0,0.45,0.0
2015-01-04,21,0.0,406000.0,12663500.0,6.0,4.0,1.0,54215011.0,297.93082172830395,2.39,0.59,0.88,0.0,0.0,0.0,2.39,-1.0,0.0,0.0
2015-01-04,22,0.0,465500.0,11992500.0,6.0,4.0,1.0,54219511.0,297.9219561227972,2.39,0.91,0.9,0.0,0.0,0.0,2.39,-1.0,0.45,0.0
2015-01-04,23,0.0,460500.0,11992750.0,6.0,4.0,1.0,53369261.0,299.1494071960914,1.83,0.51,0.91,0.0,0.0,0.0,1.83,90.0,0.45,0.45
2015-01-05,0,0.0,473750.0,11847250.0,0.0,5.0,1.0,53774256.0,310.80939297154305,2.39,1.08,0.91,0.0,0.0,0.0,2.39,-1.0,0.0,0.0
2015-01-05,1,0.0,464750.0,11814750.0,0.0,5.0,1.0,52341006.0,305.3561309489693,2.39,1.21,0.92,0.0,0.0,0.0,2.39,90.0,1.34,0.45
2015-01-05,2,0.0,461500.0,12198750.0,0.0,5.0,1.0,52132756.0,306.6495820765258,2.39,1.21,0.92,0.0,0.0,0.0,2.39,275.0,3.13,0.9
2015-01-05,3,0.0,450250.0,12312750.0,0.0,5.0,1.0,52627756.0,307.9082613260115,2.39,1.08,0.91,0.0,0.0,0.0,2.39,-1.0,0.0,0.0
2015-01-05,4,0.0,453500.0,13093500.0,0.0,5.0,1.0,54500756.0,313.07404026550086,1.26,-0.04,0.91,0.0,0.0,0.0,1.26,90.0,0.45,0.45
2015-01-05,5,0.0,458250.0,14394500.0,0.0,5.0,1.0,56349756.0,308.9081406749808,0.72,-0.58,0.91,0.0,0.0,0.0,0.72,93.0,1.34,0.9
2015-01-05,6,0.0,430250.0,14979000.0,0.0,5.0,1.0,59735756.0,318.9910145934386,0.72,-0.58,0.91,0.0,0.0,0.0,0.72,-1.0,0.0,0.0
2015-01-05,7,0.0,396250.0,14917250.0,0.0,5.0,1.0,63484256.0,337.0581089010266,0.17,-1.13,0.91,0.0,0.0,0.0,0.17,68.0,0.9,0.45
2015-01-05,8,92750.0,335500.0,14854000.0,0.0,5.0,1.0,66607256.0,348.55192190039367,0.72,-0.43,0.92,0.0,0.0,0.0,0.72,-1.0,0.0,0.0
2015-01-05,9,1057500.0,322750.0,14288000.0,0.0,5.0,1.0,67763506.0,347.7132527097921,0.17,-1.13,0.91,0.0,0.0,0.0,0.17,-1.0,0.0,0.0
2015-01-05,10,2986000.0,332000.0,13310000.0,0.0,5.0,1.0,68890256.0,343.85560728840437,0.72,-0.58,0.91,0.0,0.0,0.0,0.72,113.0,1.34,0.45
2015-01-05,11,4769750.0,356500.0,11953500.0,0.0,5.0,1.0,70071506.0,338.6512811913545,1.83,0.22,0.89,0.0,0.0,0.0,1.83,90.0,0.9,0.45
2015-01-05,12,5869500.0,411250.0,10707000.0,0.0,5.0,1.0,70952256.0,340.5577800563055,2.93,0.68,0.85,0.0,0.0,0.0,2.93,204.0,1.34,1.34
2015-01-05,13,5666500.0,386750.0,9407750.0,0.0,5.0,1.0,69732506.0,352.64125766321297,3.5,0.57,0.81,0.0,0.0,0.0,3.5,56.0,1.34,0.45
2015-01-05,14,4095000.0,319500.0,7547750.0,0.0,5.0,1.0,67774006.0,378.78988255083067,3.5,0.39,0.8,0.0,0.0,0.0,3.5,116.0,1.34,0.45
2015-01-05,15,1787500.0,273500.0,5931250.0,0.0,5.0,1.0,65835256.0,401.6207123083759,3.34,0.33,0.81,0.0,0.0,0.0,3.34,267.0,0.99,0.09
2015-01-05,16,197750.0,196000.0,4881250.0,0.0,5.0,1.0,64753006.0,422.4901857828981,2.45,-0.14,0.83,0.0,0.0,0.0,2.45,-1.0,0.27,0.0
2015-01-05,17,0.0,154750.0,4352750.0,0.0,5.0,1.0,64554006.0,423.7650377978126,1.21,-0.91,0.86,0.0,0.0,0.0,1.21,-1.0,0.0,0.0
2015-01-05,18,0.0,157000.0,4079250.0,0.0,5.0,1.0,65356756.0,423.30859092595637,0.12,-1.63,0.88,0.0,0.0,0.0,0.12,135.0,0.36,0.09
2015-01-05,19,0.0,217000.0,3706750.0,0.0,5.0,1.0,64161256.0,433.2808431880612,-0.56,-2.09,0.89,0.0,0.0,0.0,-0.56,-1.0,0.09,0.0
2015-01-05,20,0.0,172000.0,3013750.0,0.0,5.0,1.0,62091006.0,445.6751542091446,-0.56,-1.93,0.9,0.0,0.0,0.0,-0.56,-1.0,0.27,0.0
2015-01-05,21,0.0,157000.0,2480250.0,0.0,5.0,1.0,59716756.0,447.0573080417136,-0.56,-1.77,0.91,0.0,0.0,0.0,-0.56,-1.0,0.09,0.0
2015-01-05,22,0.0,173750.0,1934250.0,0.0,5.0,1.0,58983506.0,448.70261174735305,-0.88,-2.1,0.91,0.0,0.0,0.0,-0.88,-1.0,0.27,0.0
2015-01-05,23,0.0,191750.0,1618250.0,0.0,5.0,1.0,57061256.0,449.10801550964965,-1.34,-2.56,0.91,0.0,0.0,0.0,-1.34,105.0,0.54,0.09
2015-01-06,0,0.0,179750.0,1311750.0,1.0,6.0,1.0,54801508.0,453.42771639462416,-0.77,-2.02,0.91,0.0,0.0,0.0,-0.77,119.0,0.72,0.45
2015-01-06,1,0.0,160250.0,1011250.0,1.0,6.0,1.0,52667258.0,459.97307624757315,-0.77,-1.92,0.92,0.0,0.0,0.0,-0.77,-1.0,0.54,0.0
2015-01-06,2,0.0,144250.0,763000.0,1.0,6.0,1.0,53222008.0,461.4026248543835,-1.12,-2.26,0.92,0.0,0.0,0.0,-1.12,101.0,0.81,0.27
2015-01-06,3,0.0,136500.0,703250.0,1.0,6.0,1.0,52428758.0,465.23182891066455,-1.44,-2.64,0.91,0.0,0.0,0.0,-1.44,131.0,0.63,0.27
2015-01-06,4,0.0,152000.0,764250.0,1.0,6.0,1.0,52691508.0,466.63320934116507,-1.44,-2.64,0.91,0.0,0.0,0.0,-1.44,138.0,0.63,0.18
2015-01-06,5,0.0,174500.0,928000.0,1.0,6.0,1.0,53588008.0,458.4521254758528,-1.01,-2.24,0.91,0.0,0.0,0.0,-1.01,134.0,0.54,0.36
2015-01-06,6,0.0,199250.0,1233750.0,1.0,6.0,1.0,55932758.0,451.09616459051267,-0.55,-1.79,0.91,0.0,0.0,0.0,-0.55,134.0,0.45,0.45
2015-01-06,7,0.0,232500.0,1560000.0,1.0,6.0,1.0,59779758.0,450.9027973519461,-0.11,-1.32,0.92,0.0,0.0,0.0,-0.11,134.0,0.63,0.27
2015-01-06,8,183000.0,235500.0,1945500.0,1.0,6.0,1.0,61725508.0,454.55781241140215,-0.11,-1.32,0.92,0.0,0.0,0.0,-0.11,156.0,0.72,0.18
2015-01-06,9,2055000.0,231250.0,2391000.0,1.0,6.0,1.0,63681508.0,443.71641292997185,-0.55,-1.76,0.92,0.0,0.0,0.0,-0.55,147.0,0.9,0.27
2015-01-06,10,4693500.0,260750.0,2804000.0,1.0,6.0,1.0,66262758.0,425.0958230680133,-0.55,-1.76,0.92,0.0,0.0,0.0,-0.55,128.0,0.54,0.09
2015-01-06,11,6658250.0,287250.0,3150000.0,1.0,6.0,1.0,67956008.0,413.8143651774678,0.46,-0.79,0.91,0.0,0.0,0.0,0.46,195.0,2.06,0.34
2015-01-06,12,7272500.0,290750.0,3118500.0,1.0,6.0,1.0,68120508.0,413.1474115721405,0.57,-1.06,0.89,0.0,0.0,0.0,0.57,8.0,1.7,0.18
2015-01-06,13,6350750.0,281750.0,3491500.0,1.0,6.0,1.0,67652258.0,412.58703516882287,1.12,-0.56,0.89,0.0,0.0,0.0,1.12,108.0,1.79,1.0
2015-01-06,14,3958000.0,290000.0,4058500.0,1.0,6.0,1.0,66018758.0,421.8541285619616,1.77,-0.28,0.86,0.0,0.0,0.0,1.77,111.0,1.43,0.27
2015-01-06,15,1553500.0,323500.0,4866250.0,1.0,6.0,1.0,64879758.0,432.61561581232974,1.66,-0.39,0.86,0.0,0.0,0.0,1.66,92.0,1.79,0.76
2015-01-06,16,162750.0,372250.0,6301750.0,1.0,6.0,1.0,65231008.0,431.7356203338903,1.12,-0.82,0.87,0.0,0.0,0.0,1.12,135.0,0.9,0.27
2015-01-06,17,0.0,402750.0,7718000.0,1.0,6.0,1.0,67340758.0,416.02622854660814,0.46,-1.4,0.87,0.0,0.0,0.0,0.46,176.0,0.81,0.27
2015-01-06,18,0.0,393500.0,8983000.0,1.0,6.0,1.0,67723508.0,405.9115115137286,-0.23,-1.88,0.89,0.0,0.0,0.0,-0.23,143.0,0.54,0.27
2015-01-06,19,0.0,387750.0,9187000.0,1.0,6.0,1.0,67659258.0,403.83242867752745,-0.77,-2.18,0.9,0.0,0.0,0.0,-0.77,147.0,0.72,0.45
2015-01-06,20,0.0,423500.0,9290750.0,1.0,6.0,1.0,66854758.0,400.90753087850896,-1.01,-2.53,0.89,0.0,0.0,0.0,-1.01,173.0,1.26,0.27
2015-01-06,21,0.0,403000.0,8860500.0,1.0,6.0,1.0,64400258.0,396.76510572552127,-1.44,-2.97,0.89,0.0,0.0,0.0,-1.44,119.0,1.17,0.45
2015-01-06,22,0.0,450500.0,9215250.0,1.0,6.0,1.0,63051758.0,395.32451121499406,-1.56,-3.05,0.9,0.0,0.0,0.0,-1.56,101.0,1.17,0.18
2015-01-06,23,0.0,474750.0,9050000.0,1.0,6.0,1.0,61321758.0,392.76178517410216,-1.56,-2.98,0.9,0.0,0.0,0.0,-1.56,131.0,0.99,0.36
2015-01-07,0,0.0,483000.0,8643750.0,2.0,7.0,1.0,58589760.0,391.11809659539426,-1.12,-2.41,0.91,0.0,0.0,0.0,-1.12,158.0,0.72,0.36
2015-01-07,1,0.0,461750.0,8052000.0,2.0,7.0,1.0,57705510.0,390.81681988718583,-0.23,-1.55,0.91,0.0,0.0,0.0,-0.23,117.0,2.15,0.63
2015-01-07,2,0.0,391250.0,7797250.0,2.0,7.0,1.0,57217010.0,393.5087474002482,0.23,-1.04,0.91,0.0,0.0,0.0,0.23,158.0,1.53,0.63
2015-01-07,3,0.0,389000.0,8321500.0,2.0,7.0,1.0,56868760.0,393.68729310913284,0.23,-1.1,0.91,0.0,0.0,0.0,0.23,118.0,1.97,0.63
2015-01-07,4,0.0,388750.0,8364750.0,2.0,7.0,1.0,57603760.0,396.1884382527179,0.67,-0.59,0.91,0.0,0.0,0.0,0.67,134.0,2.24,0.78
2015-01-07,5,0.0,328000.0,8123500.0,2.0,7.0,1.0,59015510.0,402.6735645720192,0.67,-0.51,0.92,0.0,0.0,0.0,0.67,48.0,1.43,0.36
2015-01-07,6,0.0,274000.0,8184250.0,2.0,7.0,1.0,64594010.0,409.6286961637304,0.67,-0.51,0.92,0.0,0.0,0.0,0.67,93.0,0.81,0.63
