date,hour,apparentTemperature,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,temperature,windBearing,windGust,windSpeed
2017-01-03,14,2.43,0.77,0.89,clear-day,0.0,0,0,2.43,-1,3.57,0
2017-01-03,15,2.43,0.59,0.88,rain,0.0,0.127,1,2.43,180,3.57,0.02
2017-01-03,16,2.43,0.28,0.86,clear-day,0.0,0,0,2.43,144,3.57,1.14
2017-01-03,17,2.43,-0.25,0.82,rain,0.0,0.3048,1,2.43,-1,3.13,0
2017-01-03,18,2.43,-0.1,0.83,clear-night,0.0,0,0,2.43,180,3.13,0.39
2017-01-03,19,2.12,-0.1,0.85,rain,0.0,0.0635,1,2.12,-1,3.13,0
2017-01-03,20,1.83,0.04,0.88,rain,0.0,0.2032,1,1.83,270,3.13,0.06
2017-01-03,21,1.85,-0.19,0.86,clear-night,0.0,0,0,1.85,90,2.68,0.13
2017-01-03,22,1.85,-0.19,0.86,clear-night,0.0,0,0,1.85,128,2.68,0.45
2017-01-03,23,1.32,-0.19,0.9,clear-night,0.0,0,0,1.32,274,2.68,1.14
2017-01-04,0,1.85,0.51,0.91,clear-night,0.0,0,0,1.85,220,3.57,0.61
2017-01-04,1,1.85,0.51,0.91,clear-night,0.0,0,0,1.85,286,5.81,0.38
2017-01-04,2,0.07,0.51,0.87,rain,0.0,0.127,1,2.43,256,4.47,2.28
2017-01-04,3,1.85,0.51,0.91,rain,0.0,0.254,1,1.85,239,4.47,1.34
2017-01-04,4,2.39,1.08,0.91,clear-night,0.0,0,0,2.39,309,5.81,0.33
2017-01-04,5,2.39,1.08,0.91,clear-night,0.0,0,0,2.39,270,3.57,0.25
2017-01-04,6,2.93,1.62,0.91,rain,0.0,0.0864,1,2.93,327,4.47,0.82
2017-01-04,7,2.93,1.62,0.91,rain,0.0,0.4242,1,2.93,282,4.02,1.34
2017-01-04,8,2.43,1.08,0.91,rain,0.0,0.5918,1,2.43,342,3.57,0.46
2017-01-04,9,2.69,1.22,0.9,rain,0.0,0.9322,1,2.69,255,4.91,1.34
2017-01-04,10,0.62,1.08,0.91,rain,0.0,0.8458,1,2.43,272,6.7,1.79
2017-01-04,11,1.41,1.81,0.89,rain,0.0,0.1702,1,3.52,248,4.47,2.23
2017-01-04,12,2.39,1.71,0.88,clear-day,0.0,0,0,3.52,261,6.26,1.41
2017-01-04,13,3.52,1.3,0.85,clear-day,0.0,0,0,3.52,327,3.57,0.9
2017-01-04,14,2.71,0.94,0.8,clear-day,0.0,0,0,4.06,352,8.05,1.62
2017-01-04,15,2.05,0.94,0.8,clear-day,0.0,0,0,4.06,270,7.15,2.21
2017-01-04,16,3.5,0.39,0.8,clear-day,0.0,0,0,3.5,287,5.81,1.34
2017-01-04,17,2.43,0.68,0.88,rain,0.0,0.4242,1,2.43,342,3.57,0.9
2017-01-04,18,2.69,0.99,0.89,rain,0.0,0.0864,1,2.69,288,3.57,1.34
2017-01-04,19,2.93,0.99,0.87,clear-night,0.0,0,0,2.93,300,3.57,1.34
2017-01-04,20,2.39,0.13,0.85,clear-night,0.0,0,0,2.39,297,3.57,1.28
2017-01-04,21,2.12,-0.43,0.83,clear-night,0.0,0,0,2.12,270,3.57,0.8
2017-01-04,22,1.83,-0.1,0.87,clear-night,0.0,0,0,1.83,315,5.37,1.34
2017-01-04,23,1.26,-1.13,0.84,clear-night,0.0,0,0,1.26,323,3.13,0.9
2017-01-05,0,0.44,-3.91,0.73,clear-night,0.0,0,0,0.44,290,4.47,1.21
2017-01-05,1,0.17,-4.26,0.72,clear-night,0.0,0,0,0.17,-1,2.68,0
2017-01-05,2,-0.39,-4.44,0.74,clear-night,0.0,0,0,-0.39,270,2.23,0.84
2017-01-05,3,-0.92,-4.76,0.75,clear-night,0.0,0,0,-0.92,294,2.23,0.9
2017-01-05,4,-0.95,-5.31,0.72,clear-night,0.0,0,0,-0.95,270,3.13,1.08
2017-01-05,5,-1.21,-5.49,0.73,clear-night,0.0,0,0,-1.21,300,2.68,0.45
2017-01-05,6,-1.21,-4.62,0.78,clear-night,0.0,0,0,-1.21,270,1.34,0.32
2017-01-05,7,-1.21,-4.8,0.77,clear-night,0.0,0,0,-1.21,-1,1.34,0
2017-01-05,8,-1.47,-4.8,0.78,clear-night,0.0,0,0,-1.47,270,1.34,0.32
2017-01-05,9,-1.76,-5.2,0.77,clear-day,0.0,0,0,-1.76,270,1.34,0.35
2017-01-05,10,-1.52,-5.31,0.75,clear-day,0.0,0,0,-1.52,270,2.68,0.28
2017-01-05,11,-0.92,-5.13,0.73,clear-day,0.0,0,0,-0.92,0,3.57,0.43
2017-01-05,12,-0.95,-5.31,0.72,clear-day,0.0,0,0,-0.95,24,3.13,0.9
2017-01-05,13,-0.95,-5.68,0.7,clear-day,0.0,0,0,-0.95,0,2.68,0.32
2017-01-05,14,-0.95,-5.31,0.72,clear-day,0.0,0,0,-0.95,344,1.79,0.9
2017-01-05,15,-2.03,-6.02,0.74,clear-day,0.0,0,0,-2.03,280,1.79,0.45
2017-01-05,16,-2.03,-6.02,0.74,clear-day,0.0,0,0,-2.03,-1,1.34,0
2017-01-05,17,-2.58,-5.72,0.79,clear-night,0.0,0,0,-2.58,-1,1.34,0
2017-01-05,18,-3.13,-5.95,0.81,clear-night,0.0,0,0,-3.13,0,1.34,0.17
2017-01-05,19,-3.69,-7.42,0.75,clear-night,0.0,0,0,-3.69,-1,0,0
2017-01-05,20,-5.36,-7.83,0.83,clear-night,0.0,0,0,-5.36,-1,0,0
2017-01-05,21,-5.38,-7.67,0.84,clear-night,0.0,0,0,-5.38,-1,0.45,0
2017-01-05,22,-5.38,-7.51,0.85,clear-night,0.0,0,0,-5.38,-1,0,0
2017-01-05,23,-5.11,-7.51,0.83,clear-night,0.0,0,0,-5.11,-1,0,0
2017-01-06,0,-6.2,-8.27,0.85,clear-night,0.0,0,0,-6.2,-1,0,0
2017-01-06,1,-7.34,-8.89,0.89,clear-night,0.0,0,0,-7.34,-1,0,0
2017-01-06,2,-7.89,-9.14,0.91,clear-night,0.0,0,0,-7.89,-1,0.45,0
2017-01-06,3,-8.45,-9.82,0.9,clear-night,0.0,0,0,-8.45,-1,0.45,0
2017-01-06,4,-8.98,-10.96,0.85,clear-night,0.0,0,0,-8.98,-1,0.45,0
2017-01-06,5,-9.56,-11.49,0.86,clear-night,0.0,0,0,-9.56,-1,0,0
2017-01-06,6,-9.84,-12.03,0.84,clear-night,0.0,0,0,-9.84,-1,0.45,0
2017-01-06,7,-10.41,-12.58,0.84,clear-night,0.0,0,0,-10.41,-1,0,0
2017-01-06,8,-10.66,-12.73,0.85,clear-night,0.0,0,0,-10.66,-1,0,0
2017-01-06,9,-10.94,-13.24,0.83,clear-day,0.0,0,0,-10.94,-1,0,0
2017-01-06,10,-10.66,-12.73,0.85,clear-day,0.0,0,0,-10.66,-1,0.45,0
2017-01-06,11,-8.98,-10.26,0.9,clear-day,0.0,0,0,-8.98,-1,0.45,0
2017-01-06,12,-7.89,-8.86,0.93,clear-day,0.0,0,0,-7.89,-1,1.79,0
2017-01-06,13,-5.11,-7.58,0.83,clear-day,0.0,0,0,-5.11,-1,0.9,0
2017-01-06,14,-4.83,-8.39,0.76,clear-day,0.0,0,0,-4.83,-1,2.23,0
2017-01-06,15,-4.79,-8.89,0.73,clear-day,0.0,0,0,-4.79,-1,2.23,0
2017-01-06,16,-5.38,-9.27,0.74,clear-day,0.0,0,0,-5.38,-1,0.45,0
2017-01-06,17,-7.07,-10.56,0.76,clear-night,0.0,0,0,-7.07,-1,0,0
2017-01-06,18,-8.16,-11.31,0.78,clear-night,0.0,0,0,-8.16,-1,0,0
2017-01-06,19,-9.28,-12.22,0.79,clear-night,0.0,0,0,-9.28,-1,0,0
2017-01-06,20,-9.84,-12.63,0.8,clear-night,0.0,0,0,-9.84,-1,0.45,0
2017-01-06,21,-10.41,-13.01,0.81,clear-night,0.0,0,0,-10.41,-1,0.45,0
2017-01-06,22,-10.94,-13.43,0.82,clear-night,0.0,0,0,-10.94,-1,0.45,0
2017-01-06,23,-10.94,-13.43,0.82,clear-night,0.0,0,0,-10.94,-1,0.45,0
2017-01-07,0,-10.94,-13.24,0.83,clear-night,0.0,0,0,-10.94,-1,0.9,0
2017-01-07,1,-10.41,-12.72,0.83,clear-night,0.0,0,0,-10.41,-1,0.45,0
2017-01-07,2,-10.41,-12.72,0.83,clear-night,0.0,0,0,-10.41,-1,0.45,0
2017-01-07,3,-10.41,-12.72,0.83,clear-night,0.0,0,0,-10.41,-1,0.45,0
2017-01-07,4,-9.84,-12.03,0.84,clear-night,0.0,0,0,-9.84,-1,0.45,0
2017-01-07,5,-8.74,-10.96,0.84,clear-night,0.0,0,0,-8.74,-1,0.9,0
2017-01-07,6,-8.16,-10.52,0.83,clear-night,0.0,0,0,-8.16,159,2.23,0.9
2017-01-07,7,-7.63,-10.12,0.82,clear-night,0.0,0,0,-7.63,141,3.13,0.71
2017-01-07,8,-7.34,-10.17,0.8,clear-night,0.0,0,0,-7.34,-1,1.34,0
2017-01-07,9,-7.63,-10.12,0.82,clear-day,0.0,0,0,-7.63,90,1.34,0.35
2017-01-07,10,-6.53,-9.23,0.81,clear-day,0.0,0,0,-6.53,116,1.34,0.9
2017-01-07,11,-8.1,-8.72,0.79,clear-day,0.0,0,0,-5.64,127,2.68,1.45
2017-01-07,12,-4.54,-7.98,0.77,clear-day,0.0,0,0,-4.54,90,2.68,0.74
2017-01-07,13,-4.54,-8.19,0.76,clear-day,0.0,0,0,-4.54,125,3.13,0.9
2017-01-07,14,-4.54,-7.66,0.79,clear-day,0.0,0,0,-4.54,90,3.13,1.31
2017-01-07,15,-7.56,-7.11,0.86,clear-day,0.0,0,0,-5.11,117,2.68,1.49
2017-01-07,16,-7.44,-7.11,0.82,clear-day,0.0,0,0,-4.54,132,2.68,1.8
2017-01-07,17,-4.54,-7.19,0.82,clear-night,0.0,0,0,-4.54,119,2.68,1.34
2017-01-07,18,-4.54,-6.72,0.85,clear-night,0.0,0,0,-4.54,113,2.68,0.9
2017-01-07,19,-4.54,-6.26,0.88,clear-night,0.0,0,0,-4.54,141,2.23,1.22
2017-01-07,20,-4.29,-6.11,0.87,clear-night,0.0,0,0,-4.29,135,4.02,1.27
2017-01-07,21,-4.29,-6.11,0.87,clear-night,0.0,0,0,-4.29,153,1.79,0.78
2017-01-07,22,-3.98,-5.43,0.9,clear-night,0.0,0,0,-3.98,104,2.68,1.34
2017-01-07,23,-3.98,-5.43,0.9,clear-night,0.0,0,0,-3.98,90,2.23,0.45
2017-01-08,0,-3.98,-4.73,0.94,clear-night,0.0,0,0,-3.98,134,1.34,0.6
2017-01-08,1,-3.44,-4.73,0.91,clear-night,0.0,0,0,-3.44,107,1.79,0.45
2017-01-08,2,-3.44,-4.73,0.91,clear-night,0.0,0,0,-3.44,-1,0.9,0
2017-01-08,3,-2.88,-4.19,0.91,clear-night,0.0,0,0,-2.88,-1,0.9,0
2017-01-08,4,-2.88,-4.19,0.91,clear-night,0.0,0,0,-2.88,-1,0.9,0
2017-01-08,5,-2.88,-4.19,0.91,clear-night,0.0,0,0,-2.88,-1,0.45,0
2017-01-08,6,-2.33,-3.63,0.91,clear-night,0.0,0,0,-2.33,-1,0.45,0
2017-01-08,7,-2.33,-3.49,0.92,clear-night,0.0,0,0,-2.33,-1,0,0
2017-01-08,8,-2.33,-3.49,0.92,clear-night,0.0,0,0,-2.33,-1,0,0
2017-01-08,9,-1.76,-2.95,0.92,clear-day,0.0,0,0,-1.76,-1,0,0
2017-01-08,10,-1.76,-2.95,0.92,clear-day,0.0,0,0,-1.76,-1,0,0
2017-01-08,11,-0.92,-1.71,0.94,clear-day,0.0,0,0,-0.92,-1,0,0
2017-01-08,12,-0.36,-1.29,0.93,clear-day,0.0,0,0,-0.36,-1,0,0
2017-01-08,13,0.17,-1.29,0.9,clear-day,0.0,0,0,0.17,-1,0,0
2017-01-08,14,0.72,-0.73,0.9,clear-day,0.0,0,0,0.72,-1,0.45,0
2017-01-08,15,0.72,-0.73,0.9,clear-day,0.0,0,0,0.72,-1,0.45,0
2017-01-08,16,0.72,-0.73,0.9,clear-day,0.0,0,0,0.72,-1,0,0
2017-01-08,17,0.44,-1.29,0.88,clear-night,0.0,0,0,0.44,-1,0,0
2017-01-08,18,0.44,-0.58,0.93,clear-night,0.0,0,0,0.44,-1,0,0
2017-01-08,19,0.17,-1.13,0.91,clear-night,0.0,0,0,0.17,-1,0,0
2017-01-08,20,0.17,-1.13,0.91,clear-night,0.0,0,0,0.17,-1,0,0
2017-01-08,21,0.17,-1.13,0.91,clear-night,0.0,0,0,0.17,-1,0,0
2017-01-08,22,0.17,-0.98,0.92,clear-night,0.0,0,0,0.17,-1,0,0
2017-01-08,23,0.17,-0.98,0.92,clear-night,0.0,0,0,0.17,-1,0,0
2017-01-09,0,-0.09,-0.98,0.94,clear-night,0.0,0,0,-0.09,-1,0,0
2017-01-09,1,-0.09,-0.98,0.94,clear-night,0.0,0,0,-0.09,-1,0,0
2017-01-09,2,-0.09,-0.98,0.94,clear-night,0.0,0,0,-0.09,-1,0,0
2017-01-09,3,-0.09,-0.98,0.94,clear-night,0.0,0,0,-0.09,-1,0,0
2017-01-09,4,-0.36,-1.54,0.92,clear-night,0.0,0,0,-0.36,-1,0,0
2017-01-09,5,-0.36,-1.54,0.92,clear-night,0.0,0,0,-0.36,-1,0,0
2017-01-09,6,-0.39,-1.39,0.93,clear-night,0.0,0,0,-0.39,-1,0,0
2017-01-09,7,-0.39,-1.54,0.92,clear-night,0.0,0,0,-0.39,-1,0,0
2017-01-09,8,-0.39,-1.54,0.92,clear-night,0.0,0,0,-0.39,-1,0,0
2017-01-09,9,-0.39,-1.54,0.92,clear-day,0.0,0,0,-0.39,-1,0,0
2017-01-09,10,-0.39,-1.39,0.93,clear-day,0.0,0,0,-0.39,-1,0,0
2017-01-09,11,0.17,-0.98,0.92,clear-day,0.0,0,0,0.17,-1,0,0
2017-01-09,12,0.72,-0.58,0.91,clear-day,0.0,0,0,0.72,-1,1.34,0
2017-01-09,13,1.26,-0.34,0.89,clear-day,0.0,0,0,1.26,-1,1.79,0
2017-01-09,14,1.26,-0.34,0.89,clear-day,0.0,0,0,1.26,-1,1.34,0
2017-01-09,15,1.26,-0.34,0.89,clear-day,0.0,0,0,1.26,-1,0.45,0
2017-01-09,16,1.26,-0.34,0.89,clear-day,0.0,0,0,1.26,-1,1.34,0
2017-01-09,17,1.26,-0.19,0.9,clear-night,0.0,0,0,1.26,-1,0.9,0
2017-01-09,18,0.77,-0.73,0.9,clear-night,0.0,0,0,0.77,180,2.23,0.3
2017-01-09,19,0.77,-0.73,0.9,clear-night,0.0,0,0,0.77,107,2.68,0.94
2017-01-09,20,0.77,-0.73,0.9,clear-night,0.0,0,0,0.77,90,1.34,0.9
2017-01-09,21,0.77,-0.73,0.9,clear-night,0.0,0,0,0.77,-1,1.34,0
2017-01-09,22,0.77,-0.73,0.9,clear-night,0.0,0,0,0.77,-1,0.9,0
2017-01-09,23,0.77,-0.73,0.9,clear-night,0.0,0,0,0.77,131,2.23,1.19
2017-01-10,0,1.26,-0.19,0.9,clear-night,0.0,0,0,1.26,120,1.34,0.51
2017-01-10,1,1.26,-0.19,0.9,clear-night,0.0,0,0,1.26,154,2.68,0.93
2017-01-10,2,1.26,-0.19,0.9,clear-night,0.0,0,0,1.26,90,2.68,1.34
2017-01-10,3,-0.61,-0.34,0.89,clear-night,0.0,0,0,1.26,119,4.91,1.7
2017-01-10,4,1.26,-0.49,0.88,clear-night,0.0,0,0,1.26,127,2.68,0.41
2017-01-10,5,-0.73,-0.49,0.88,clear-night,0.0,0,0,1.26,104,2.68,1.79
2017-01-10,6,0.77,-1.04,0.88,clear-night,0.0,0,0,0.77,120,3.57,1.09
2017-01-10,7,0.72,-1.36,0.86,clear-night,0.0,0,0,0.72,122,4.02,0.9
2017-01-10,8,0.72,-1.36,0.86,clear-night,0.0,0,0,0.72,124,3.57,1.07
2017-01-10,9,-0.96,-1.67,0.84,clear-day,0.0,0,0,0.72,103,3.57,1.52
2017-01-10,10,-1,-1.29,0.85,clear-day,0.0,0,0,1.02,143,3.13,1.79
2017-01-10,11,1.02,-1.61,0.83,clear-day,0.0,0,0,1.02,90,3.57,0.65
2017-01-10,12,-0.05,-1.23,0.83,clear-day,0.0,0,0,1.32,87,3.13,1.37
2017-01-10,13,1.32,-1.42,0.82,clear-day,0.0,0,0,1.32,90,2.68,0.32
2017-01-10,14,1.58,-1.04,0.83,clear-day,0.0,0,0,1.58,153,2.68,0.85
2017-01-10,15,1.83,-1.73,0.77,clear-day,0.0,0,0,1.83,90,2.23,0.89
2017-01-10,16,1.58,-1.57,0.8,clear-day,0.0,0,0,1.58,128,1.34,0.45
2017-01-10,17,0.72,-2.15,0.81,clear-night,0.0,0,0,0.72,-1,1.34,0
2017-01-10,18,0.72,-1.83,0.83,clear-night,0.0,0,0,0.72,-1,0.9,0
2017-01-10,19,0.72,-1.83,0.83,clear-night,0.0,0,0,0.72,-1,0.45,0
2017-01-10,20,0.72,-1.67,0.84,clear-night,0.0,0,0,0.72,-1,0.9,0
2017-01-10,21,0.72,-1.67,0.84,clear-night,0.0,0,0,0.72,-1,1.34,0
2017-01-10,22,0.72,-1.51,0.85,clear-night,0.0,0,0,0.72,90,1.34,0.45
2017-01-10,23,0.72,-1.51,0.85,clear-night,0.0,0,0,0.72,-1,2.23,0
2017-01-11,0,0.17,-2.06,0.85,clear-night,0.0,0,0,0.17,90,2.23,0.39
2017-01-11,1,0.17,-1.89,0.86,clear-night,0.0,0,0,0.17,100,2.23,0.2
2017-01-11,2,0.17,-1.73,0.87,clear-night,0.0,0,0,0.17,95,1.34,0.45
2017-01-11,3,0.17,-1.89,0.86,clear-night,0.0,0,0,0.17,111,2.68,0.9
2017-01-11,4,0.17,-1.89,0.86,clear-night,0.0,0,0,0.17,124,2.68,0.13
2017-01-11,5,0.17,-2.06,0.85,clear-night,0.0,0,0,0.17,-1,3.13,0
2017-01-11,6,0.17,-1.89,0.86,clear-night,0.0,0,0,0.17,203,3.13,0.45
2017-01-11,7,0.17,-2.06,0.85,clear-night,0.0,0,0,0.17,-1,3.57,0
2017-01-11,8,0.17,-2.06,0.85,clear-night,0.0,0,0,0.17,134,3.13,1.3
2017-01-11,9,0.44,-1.36,0.88,clear-day,0.0,0,0,0.44,134,2.68,0.97
2017-01-11,10,0.77,-1.19,0.87,clear-day,0.0,0,0,0.77,131,2.23,1.15
2017-01-11,11,-1.53,-0.49,0.9,clear-day,0.0,0,0,1.02,144,4.91,2.23
2017-01-11,12,0.48,0.04,0.88,clear-day,0.0,0,0,1.85,141,3.57,1.42
2017-01-11,13,0.4,0.22,0.87,clear-day,0.0,0,0,2.12,90,3.57,1.69
2017-01-11,14,2.39,1.08,0.91,rain,0.0,0.3404,1,2.39,91,4.47,1.32
2017-01-11,15,-0.09,1.08,0.91,rain,0.0,0.5055,1,2.39,158,5.37,2.4
2017-01-11,16,3.24,1.08,0.86,rain,0.0,0.6325,1,3.24,90,5.81,0.45
2017-01-11,17,2.98,1.08,0.87,rain,0.0,0.3835,1,2.98,-1,3.13,0
2017-01-11,18,2.69,1.22,0.9,rain,0.0,0.3048,1,2.69,-1,0,0
2017-01-11,19,2.98,0.66,0.85,clear-night,0.0,0,0,2.98,-1,2.23,0
2017-01-11,20,3.52,1.22,0.85,clear-night,0.0,0,0,3.52,270,2.68,0.37
2017-01-11,21,4.09,1.22,0.81,clear-night,0.0,0,0,4.09,-1,3.57,0
2017-01-11,22,4.09,1.36,0.82,clear-night,0.0,0,0,4.09,268,3.57,0.83
2017-01-11,23,3.52,0.66,0.81,clear-night,0.0,0,0,3.52,278,3.57,0.64
2017-01-12,0,3.24,1.22,0.87,clear-night,0.0,0,0,3.24,270,2.68,1.33
2017-01-12,1,2.93,1.62,0.91,clear-night,0.0,0,0,2.93,270,4.47,1.34
2017-01-12,2,3.24,1.3,0.87,clear-night,0.0,0,0,3.24,0,4.02,0.04
2017-01-12,3,3.52,1.16,0.84,clear-night,0.0,0,0,3.52,261,2.68,0.84
2017-01-12,4,1.52,0.6,0.81,clear-night,0.0,0,0,3.52,270,4.02,2.12
2017-01-12,5,4.09,0.6,0.78,clear-night,0.0,0,0,4.09,259,4.02,1.3
2017-01-12,6,4.09,0.46,0.77,clear-night,0.0,0,0,4.09,225,4.02,1.34
2017-01-12,7,3.52,0.94,0.83,clear-night,0.0,0,0,3.52,266,3.57,0.45
2017-01-12,8,3.52,0.82,0.82,clear-night,0.0,0,0,3.52,-1,3.13,0
2017-01-12,9,3.52,0.99,0.83,clear-day,0.0,0,0,3.52,-1,3.13,0
2017-01-12,10,3.52,1.16,0.84,clear-day,0.0,0,0,3.52,0,3.57,0.52
2017-01-12,11,4.09,1.22,0.81,clear-day,0.0,0,0,4.09,180,4.47,0.44
2017-01-12,12,4.89,1.3,0.78,clear-day,0.0,0,0,4.89,90,2.68,0.27
2017-01-12,13,4.64,0.71,0.76,clear-day,0.0,0,0,4.64,90,3.13,0.13
2017-01-12,14,4.64,0.91,0.77,clear-day,0.0,0,0,4.64,167,2.68,0.4
2017-01-12,15,4.64,1.11,0.78,clear-day,0.0,0,0,4.64,155,2.23,0.45
2017-01-12,16,4.34,0.94,0.78,clear-day,0.0,0,0,4.34,135,3.57,0.45
2017-01-12,17,3.79,1.05,0.82,clear-night,0.0,0,0,3.79,-1,2.23,0
